0.08	56
0.09	680
0.1	12619
0.11	99096
0.12	312483
0.13	513650
0.14	462354
0.15	247272
0.16	94830
0.17	34804
0.18	14310
0.19	5742
0.2	2711
0.21	1420
0.22	861
0.23	615
0.24	586
0.25	549
0.26	548
0.27	528
0.28	584
0.29	523
0.3	451
0.31	432
0.32	352
0.33	285
0.34	228
0.35	269
0.36	271
0.37	218
0.38	255
0.39	268
0.4	254
0.41	248
0.42	214
0.43	222
0.44	189
0.45	216
0.46	223
0.47	242
0.48	255
0.49	244
0.5	245
0.51	322
0.52	284
0.53	258
0.54	265
0.55	260
0.56	276
0.57	244
0.58	241
0.59	252
0.6	237
0.61	277
0.62	264
0.63	235
0.64	258
0.65	239
0.66	299
0.67	230
0.68	248
0.69	277
0.7	251
0.71	246
0.72	261
0.73	256
0.74	242
0.75	262
0.76	273
0.77	244
0.78	254
0.79	252
0.8	225
0.81	245
0.82	254
0.83	256
0.84	261
0.85	277
0.86	242
0.87	225
0.88	223
0.89	228
0.9	219
0.91	231
0.92	218
0.93	191
0.94	192
0.95	178
0.96	146
0.97	158
0.98	138
0.99	142
1	102
1.01	88
1.02	88
1.03	79
1.04	89
1.05	71
1.06	70
1.07	45
1.08	41
1.09	28
1.1	17
1.11	18
1.12	12
1.13	10
1.14	7
1.15	4
1.16	3
1.17	5
1.18	3
1.19	3
1.2	8
1.21	3
1.22	4
1.23	3
1.24	3
1.25	3
1.26	4
1.27	2
1.28	4
1.29	2
1.3	2
1.31	2
1.32	1
1.33	2
1.34	2
1.35	3
1.36	1
